protein_id,Checked,Master,Description,Coverage,Peptides,PSMs,AAs,Modifications,Abundance_Ratio_Pani_Winter_Summer,Abundance_Ratio_Sorg_Winter_Summer,pval_Pani_Winter_Summer,pval_Sorg_Winter_Summer,adj_pval_Pani_Winter_Summer,adj_pval_Sorg_Winter_Summer,Abundance_Grouped_Pani_Summer,Abundance_Grouped_Pani_Winter,Abundance_Grouped_Sorg_Summer,Abundance_Grouped_Sorg_Winter,Abundance_Grouped_CV_Pani_Summer,Abundance_Grouped_CV_Pani_Winter,Abundance_Grouped_CV_Sorg_Summer,Abundance_Grouped_CV_Sorg_Winter,Protein_FDR_Confidence_Combined,Exp_q_value_Combined,Sum_PEP_Score,Unique_Peptides,MW_kDa,calc_pI,Score_Sequest_HT_Sequest_HT,Peptides_by_Search_Engine_Sequest_HT,Razor_Peptides,Abundance_PV-RB-1_Summer,Abundance_PV-RB-2_Summer,Abundance_PV-RB-3_Summer,Abundance_PV-RB-1_Winter,Abundance_PV-RB-2_Winter,Abundance_PV-RB-3_Winter,Abundance_Sn-1_Summer,Abundance_Sn-2_Summer,Abundance_Sn-1_Winter,Abundance_Sn-2_Winter,Abundances_Normalized_PV-RB-1_Summer,Abundances_Normalized_PV-RB-2_Summer,Abundances_Normalized_PV-RB-3_Summer,Abundances_Normalized_PV-RB-1_Winter,Abundances_Normalized_PV-RB-2_Winter,Abundances_Normalized_PV-RB-3_Winter,Abundances_Normalized_Sn-1_Summer,Abundances_Normalized_Sn-2_Summer,Abundances_Normalized_Sn-1_Winter,Abundances_Normalized_Sn-2_Winter,Found_in_Sample_S49_PV-RB-1_Summer,Found_in_Sample_S52_PV-RB-2_Summer,Found_in_Sample_S55_PV-RB-3_Summer,Found_in_Sample_S48_PV-RB-1_Winter,Found_in_Sample_S51_PV-RB-2_Winter,Found_in_Sample_S54_PV-RB-3_Winter,Found_in_Sample_S58_Sn-1_Summer,Found_in_Sample_S61_Sn-2_Summer,Found_in_Sample_S57_Sn-1_Winter,Found_in_Sample_S60_Sn-2_Winter,Protein_Groups
Sn00001aa036062_T001,TRUE,Master Protein,Sn00001aa036062_T001,7,2,3,259,NA,0.618,0.527,0.762428172053568,0.543545501915897,1,1,120.5,74.5,213,112.2,40.41,22.12,0.84,26.73,High,0,6.035,2,26.3,10.49,7.67,2,0,77.7,23.6,83,29,54,4.9,223.5,19.6,37.6,14.4,166.3,68.7,140.8,87.1,92.8,59.7,247.3,250.3,108.3,158.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa036048_T001,TRUE,Master Protein,Sn00001aa036048_T001,20,5,17,306,NA,1.034,4.313,0.999669010711338,0.00818544025072698,1,0.0884261655686298,32.1,33.1,34.2,147.6,11.98,26.57,45.73,19.93,High,0,27.395,5,33.5,9.04,55.42,5,0,155.8,91.2,191.1,67.8,199.1,27.5,223.6,37.9,597.4,117.5,333.5,265.5,324.2,203.6,342,335.2,247.4,484,1720,1295.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001280_T002,TRUE,Master Protein,Sn00001aa001280_T002,18,4,4,355,NA,0.997,1.438,0.937548346112569,0.77419689030491,1,1,72.8,72.6,135.5,194.7,3.27,43.66,46.45,25.76,High,0,9.085,4,38.5,6.19,11.61,4,0,44.2,33.4,53.7,29.6,54.9,15.1,223.7,9.8,73.1,27.6,94.6,97.2,91.1,88.9,94.3,184,247.6,125.1,210.5,304.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa054868_T001,TRUE,Master Protein,Sn00001aa054868_T001,31,4,7,147,NA,0.811,0.633,0.943970247607785,0.387693920878786,1,0.944976009959446,150.6,122.1,108.2,68.5,10.76,19.69,10.07,52.06,High,0,17.272,4,16,5.02,17.98,4,0,163.8,147.7,218.5,95,174.9,33.2,224.1,22.4,86.2,10.4,350.7,430,370.6,285.3,300.4,404.7,248,286,248.2,114.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa057832_T002,TRUE,Master Protein,Sn00001aa057832_T002,26,11,32,519,NA,1.257,1.389,0.489658506194354,0.678056890619881,1,1,149.9,188.3,36.3,50.5,16.55,16.59,10.04,17.96,High,0,55.285,3,55.8,6.33,110.43,11,2,446.3,368.9,452.7,514.1,699,94.1,224.8,16.9,127,25.7,955.4,1074.1,767.9,1543.7,1200.7,1147,248.8,215.8,365.7,283.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa004335_T001,TRUE,Master Protein,Sn00001aa004335_T001,13,4,5,386,NA,1.068,0.759,0.934461804337361,0.0645960642763524,1,0.315449515111176,125.5,134.1,115.4,87.6,6.66,12.92,11.94,4.56,High,0,12.56,4,43.3,5.8,16.92,4,0,109.3,91.8,147,100.5,155.1,19.1,225.5,16.5,58.5,16.3,234,267.3,249.4,301.8,266.4,232.8,249.5,210.7,168.4,179.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa063906_T001,TRUE,Master Protein,Sn00001aa063906_T001,49,3,11,104,NA,0.877,1.186,0.377926492096506,0.732047282574218,1,1,138.5,121.4,90.5,107.2,7.79,12.18,6.59,5.48,High,0,27.756,3,10.7,9.47,52.74,3,0,187.4,136.7,268.8,98.4,204.8,30.9,226,21.5,103.8,29.3,401.2,398,456,295.5,351.8,376.6,250.1,274.5,298.9,322.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001807_T002,TRUE,Master Protein,Sn00001aa001807_T002,8,2,3,261,NA,1.638,1.807,0.00177241331013844,0.00190713967631584,0.0728789180241943,0.0390133640555441,68.1,111.5,92.6,167.3,3.82,5.79,16.14,13.81,High,0,4.992,2,28.5,8.32,8.07,2,0,80.4,56.4,94.1,89.6,147.9,23.4,226.4,15.6,154.6,33.2,172.1,164.2,159.6,269,254,285.2,250.5,199.2,445.1,365.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa098512_T001,TRUE,Master Protein,Sn00001aa098512_T001,49,4,7,140,NA,0.986,0.604,0.963935487695019,0.125331424057787,1,0.466688721745674,65.4,64.5,224.7,135.7,22.29,14.5,18.08,8.32,High,0,15.068,1,15.4,6.6,24.25,4,0,32.6,15.3,37.9,19.2,44.4,5.2,226.8,15.2,49.1,11.4,69.8,44.5,64.3,57.7,76.3,63.4,251,194.1,141.4,125.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001168_T001,TRUE,Master Protein,Sn00001aa001168_T001,8,3,3,491,NA,0.631,0.861,0.096903363822803,0.928875545335075,0.682541580165912,1,180.6,114,88.6,76.2,20.29,9.57,0.35,9.77,High,0,10.631,3,55.8,8.43,10.79,3,0,291.7,175.7,244.6,125.9,186.5,26.5,227.3,19.6,70,21,624.5,511.6,414.9,378,320.3,323,251.5,250.3,201.5,231.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa100370_T001,TRUE,Master Protein,Sn00001aa100370_T001,27,2,3,169,NA,0.974,1.068,0.999999955398977,0.999690046692527,1,1,74.3,72.3,166.2,177.4,15.84,18.94,14.22,9.74,High,0,7.121,2,17.5,9.61,14.24,2,0,49.3,26.7,59.9,24.9,57.6,9,227.3,16.1,78.7,23.6,105.5,77.7,101.6,74.8,98.9,109.7,251.5,205.6,226.6,260.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa019892_T002,TRUE,Master Protein,Sn00001aa019892_T002,11,4,5,538,NA,0.707,0.758,0.362482277381425,0.826293665010794,1,1,150,106,134.2,101.8,17.05,14.75,31.06,19.71,High,0,12.555,4,57.8,6.28,17.71,4,0,164.2,152.9,190.8,71.6,144.7,23.7,227.4,30.8,72,24.9,351.5,445.2,323.7,215,248.5,288.9,251.7,393.3,207.3,274.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa070350_T002,TRUE,Master Protein,Sn00001aa070350_T002,39,32,102,1050,NA,0.878,0.809,0.353225300061301,0.212041030778048,1,0.653416871341782,96.8,85,145.8,117.9,1.86,9.34,19.67,0.52,High,0,180.846,2,116.7,5.47,350.49,32,1,65.9,49.9,86.1,42.5,78.6,9.2,227.5,14.9,61.7,16,141.1,145.3,146.1,127.6,135,112.1,251.8,190.3,177.6,176.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa076658_T001,TRUE,Master Protein,Sn00001aa076658_T001,11,11,18,1058,NA,1.248,1.451,0.999986688426117,0.607595511824194,1,1,85,106.1,92.8,134.6,17.11,23.39,37.94,18.58,High,0,34.003,9,118.1,6.49,57.68,11,2,104.8,60.3,96.5,74.6,127.6,11.7,228,11.4,110.2,22.1,224.4,175.6,163.7,224,219.2,142.6,252.3,145.6,317.3,243.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa092201_T001,TRUE,Master Protein,Sn00001aa092201_T001,5,2,3,548,NA,0.823,0.887,0.689551785104733,0.871087737309898,1,1,125,102.9,113.3,100.5,11.4,7.24,22.25,0.44,High,0,5.881,2,60.3,6.98,9.64,2,0,111.1,69.9,150.7,65.2,128.2,15.9,228.2,14.4,66.2,17.4,237.8,203.5,255.6,195.8,220.2,193.8,252.5,183.9,190.6,191.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa023222_T002,TRUE,Master Protein,Sn00001aa023222_T002,9,4,4,599,NA,0.589,0.446,0.0110120584730846,8.49023812504068e-4,0.193180717792862,0.0274601335137772,145.4,85.6,188.5,84.1,14.43,0.84,6.48,0.03,High,0,10.928,1,66.6,8.38,13.73,4,1,89.4,50,110,36.6,63.5,9.1,228.9,18.1,37.5,9.8,191.4,145.6,186.6,109.9,109.1,110.9,253.3,231.1,108,108,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa017736_T001,TRUE,Master Protein,Sn00001aa017736_T001,16,6,12,584,NA,1.084,1.315,0.999723878025075,0.542177032361625,1,1,105.6,114.4,91.5,120.3,24.01,13.91,27,1.44,High,0,37.105,3,65.4,5.48,47.66,6,0,158.3,82.9,128.8,87.1,166.1,17.7,229.3,13.5,96.5,24.7,338.9,241.4,218.5,261.5,285.3,215.7,253.8,172.4,277.8,272.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa040251_T001,TRUE,Master Protein,Sn00001aa040251_T001,13,3,4,327,NA,1.118,3.245,0.999934964812061,0.102498093725398,1,0.419999937713991,63,70.4,79.6,258.2,15.78,26.54,33.43,66.02,High,0,8.281,2,36.8,6.52,12.68,3,1,74.2,40.8,93.2,36.5,108.5,14.5,229.8,12.3,135.8,97.6,158.8,118.8,158.1,109.6,186.4,176.7,254.3,157.1,391,1075.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa007229_T001,TRUE,Master Protein,Sn00001aa007229_T001,19,6,7,429,NA,0.772,0.487,0.877581851689117,0.066942683442472,1,0.323133646776624,150,115.7,136.6,66.6,12.52,10.8,24.75,26.61,High,0,17.057,6,49,6.47,20.97,6,0,109.4,67.3,148.3,60.2,122.6,14.1,230.1,14,43.7,7.8,234.2,195.9,251.6,180.8,210.6,171.9,254.6,178.8,125.8,86,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa035070_T001,TRUE,Master Protein,Sn00001aa035070_T001,10,3,4,497,NA,1.082,0.776,0.984825812241459,0.634561348039994,1,1,66.1,71.5,180.3,140,1.72,14.29,20.24,3.73,High,0,11.746,3,55.6,5.96,15.52,3,0,37.9,28.4,47.1,25.6,59.5,7.2,230.9,15,58.1,16,81.1,82.7,79.9,76.9,102.2,87.8,255.5,191.5,167.3,176.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa097705_T002,TRUE,Master Protein,Sn00001aa097705_T002,14,4,5,391,NA,0.779,0.765,0.643444911658304,0.652499982763742,1,1,112.3,87.5,158,120.8,8.73,15.59,11.91,37.58,High,0,10.343,4,42,6.47,13.41,4,0,81.8,71.5,116.6,51.3,105.6,10.9,231,23.7,97,14.7,175.1,208.2,197.8,154,181.4,132.9,255.6,302.6,279.3,162,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa041850_T004,TRUE,Master Protein,Sn00001aa041850_T004,8,3,3,571,NA,0.317,0.495,6.39428536181486e-4,0.0601346097473997,0.0451850069190282,0.301700015506878,255.6,81.1,132.1,65.4,27.48,15.34,17.48,24.83,High,0,9.905,3,60.7,8.6,11.21,3,0,348.3,147.4,330.6,49.5,118,14.6,231.3,25.7,59.5,10.9,745.6,429.2,560.8,148.6,202.7,178,256,328.2,171.3,120.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa071814_T001,TRUE,Master Protein,Sn00001aa071814_T001,11,11,15,1132,NA,1.173,2.039,0.566908547698307,0.0285066068983748,1,0.185748216518697,115.7,135.7,59.9,122,19.13,19.44,12.05,27.45,High,0,24.571,10,125.1,6.16,40.94,11,1,277.4,138.6,317.8,264.7,316.1,51.9,231.5,23.8,240.5,42.4,593.9,403.5,539.1,794.8,543,632.6,256.2,303.9,692.4,467.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa008077_T002,TRUE,Master Protein,Sn00001aa008077_T002,23,4,7,292,NA,1.29,0.96,0.793176544186643,0.999847769568437,1,1,108.9,140.4,91.2,87.6,13.21,24.77,8.6,5.05,High,0,19.294,4,30.9,9.83,26.59,4,0,162.7,99,160.6,152.1,159.9,30.5,232,17.8,77.7,21.8,348.3,288.2,272.4,456.7,274.7,371.8,256.7,227.3,223.7,240.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa012767_T002,TRUE,Master Protein,Sn00001aa012767_T002,16,2,2,246,NA,1.352,1.268,0.735804494383832,0.807163924306471,1,1,112.2,151.7,82.9,105.1,19.07,21.47,10.82,3.3,High,0,3.927,2,27.5,6.52,5.7,2,0,150.9,151.3,188.4,145.4,209.8,45.3,232.7,17.3,107.5,26.8,323,440.5,319.6,436.6,360.4,552.1,257.5,220.9,309.5,295.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa040046_T002,TRUE,Master Protein,Sn00001aa040046_T002,12,4,5,374,NA,1.13,1.874,0.921664305821165,0.174255624920722,1,0.581181800429376,69.4,78.4,92.4,173.1,13.78,22.17,6.95,0.12,High,0,12.067,4,39.5,6.79,16.65,4,0,94.4,52.6,108.7,58.4,121.3,22.2,233,18.3,159.9,41.7,202.1,153.1,184.4,175.4,208.4,270.6,257.8,233.7,460.4,459.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa097227_T001,TRUE,Master Protein,Sn00001aa097227_T001,10,2,9,256,NA,1.068,0.851,0.999908330900806,0.856149734931785,1,1,138.4,147.8,99.4,84.6,16.06,6.67,5.32,32.27,High,0,16.813,2,28.3,9.19,32.98,2,0,165.2,162.6,220,145.9,224.7,32.7,233.3,21.8,99.9,16.4,353.7,473.4,373.2,438.1,386,398.6,258.2,278.4,287.6,180.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa080219_T001,TRUE,Master Protein,Sn00001aa080219_T001,41,9,20,210,NA,1.093,0.931,0.997476969391193,0.999749994924954,1,1,52.9,57.8,177,164.7,17.42,33.29,39.5,5.97,High,0,42.3,1,23.3,4.77,63.24,9,0,31,16,34.2,14.5,50.3,5.2,233.5,11.4,65.4,15.7,66.4,46.6,58,43.5,86.4,63.4,258.4,145.6,188.3,173,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa018069_T001,TRUE,Master Protein,Sn00001aa018069_T001,18,2,4,137,NA,0.931,0.764,0.957196769550146,0.196546770519824,1,0.621478730979062,110.1,102.6,147.7,112.9,7.59,12.4,8.67,13.76,High,0,11.242,1,15.6,9.38,10.92,2,1,95.8,79,117.9,63.6,103.6,18.5,233.7,22.9,80.5,17.3,205.1,230,200,191,178,225.5,258.6,292.4,231.8,190.7,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa084735_T001,TRUE,Master Protein,Sn00001aa084735_T001,7,5,18,1027,NA,0.968,0.727,0.969151035867659,0.234620323597664,1,0.696851444806412,172.8,167.1,75.8,55.1,8.75,4.97,0.4,14.48,High,0,34.676,3,112.2,7.52,63.64,5,0,275.3,229.3,333.7,189.9,307.7,47.7,234.4,20.2,72.4,15.4,589.4,667.6,566.1,570.2,528.5,581.4,259.4,257.9,208.4,169.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa062107_T001,TRUE,Master Protein,Sn00001aa062107_T001,11,3,6,262,NA,0.965,0.799,0.92754097552769,0.354481760661865,1,0.901375295205098,94.2,90.9,142.5,113.8,6.77,18.84,1.81,0.3,High,0,8.073,3,25.4,5.05,20.48,3,0,79.1,53.3,104.7,54.4,95,18.3,234.4,19.8,70.9,18.6,169.3,155.2,177.6,163.3,163.2,223.1,259.4,252.8,204.1,205,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa012709_T001,TRUE,Master Protein,Sn00001aa012709_T001,20,5,11,523,NA,0.927,1.822,0.993924182848416,0.207320988046042,1,0.643341040960922,87.8,81.4,85.9,156.5,22.59,26.94,10.61,5.55,High,0,23.171,5,58.5,6.44,46.49,5,0,115.1,63.2,172.4,52.2,133,22.5,234.7,17.5,158.6,38.3,246.4,184,292.4,156.7,228.5,274.2,259.7,223.5,456.6,422.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa068620_T001,TRUE,Master Protein,Sn00001aa068620_T001,25,8,14,525,NA,1.108,1.596,0.508963638941886,0.0394450082835054,1,0.227588874853439,89.2,98.8,102.7,163.9,12.63,8.77,2.23,7.3,High,0,44.205,6,57.4,7.11,62.57,8,1,108.7,63.2,135.2,84.6,138.6,23.2,234.8,21,154.1,36.3,232.7,184,229.3,254,238.1,282.8,259.8,268.2,443.7,400.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001178_T002,TRUE,Master Protein,Sn00001aa001178_T002,7,4,4,737,NA,1.148,1.208,0.511344004027098,0.841424847135133,1,1,107.8,123.8,90.7,109.7,15.21,17.8,2.29,25.85,High,0,12.807,4,80.2,8.97,12.61,4,0,152.3,104.3,142,147.3,203,25.9,234.8,19.7,129.1,23.3,326,303.7,240.9,442.3,348.7,315.7,259.8,251.6,371.7,256.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa011179_T003,TRUE,Master Protein,Sn00001aa011179_T003,16,4,5,326,NA,1.022,1.637,0.938442065419761,0.359616673143699,1,0.905926572032347,66.4,67.9,122.8,201,28.92,17.49,7.04,7.9,High,0,16.086,4,36.4,8.84,14.9,4,0,74.3,30.3,87.2,42.3,88,14.8,235,22.5,164.4,38.4,159.1,88.2,147.9,127,151.2,180.4,260.1,287.3,473.3,423.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa029366_T001,TRUE,Master Protein,Sn00001aa029366_T001,16,5,6,403,NA,1.013,0.687,0.999920032527532,0.223582299845421,1,0.678704478520427,137.9,139.8,100,68.7,5.78,9.59,13.18,37.08,High,0,16.067,5,42.9,8.32,18.29,5,0,168.3,112.3,192.2,120.1,192.9,24.4,235.1,16.9,74,11.3,360.3,327,326,360.6,331.3,297.4,260.2,215.8,213.1,124.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa005740_T002,TRUE,Master Protein,Sn00001aa005740_T002,9,4,4,529,NA,0.877,0.775,0.99803248759952,0.442375374667273,1,0.979598400854497,18.3,16.1,22.5,17.5,5.06,14.66,14.3,4.19,High,0,10.297,4,59,5.3,12.21,4,0,101.1,80.5,140.4,66.4,119.7,21.2,235.5,25,75.4,20.9,216.4,234.4,238.2,199.4,205.6,258.4,260.6,319.2,217.1,230.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa085396_T001,TRUE,Master Protein,Sn00001aa085396_T001,8,2,2,451,NA,1.135,0.837,0.999994263396737,0.961160934870048,1,1,74.8,84.9,174,145.7,18.58,20.69,11.69,31.12,High,0,8.483,2,47.4,6.55,8.83,2,0,48.2,29.5,73.5,27.3,68.2,10.1,235.6,17.3,55.8,22.8,103.2,85.9,124.7,82,117.1,123.1,260.7,220.9,160.7,251.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa009881_T001,TRUE,Master Protein,Sn00001aa009881_T001,21,6,7,450,NA,1.01,0.942,0.982830545192262,0.973313269197581,1,1,122.3,123.5,114.9,108.2,2.7,5.6,12.54,11.9,High,0,16.8,6,47.9,5.64,19.2,6,0,136.5,105.8,178.9,111.7,178.4,24.9,235.7,24.4,85.7,26.5,292.2,308,303.5,335.4,306.4,303.5,260.8,311.6,246.7,292.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa048717_T001,TRUE,Master Protein,Sn00001aa048717_T001,13,2,6,111,NA,1.078,1.412,0.999919256314681,0.574279091727631,1,1,156.8,169.1,56.9,80.3,13.77,2.34,50.64,11.3,High,0.001,3.434,2,12.3,9.83,14.34,2,0,232,206.2,272.9,182.5,311.8,42.9,236.8,9.7,95.7,21.3,496.7,600.4,462.9,548,535.6,522.9,262.1,123.9,275.5,234.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa085788_T001,TRUE,Master Protein,Sn00001aa085788_T001,31,21,58,884,NA,1.01,0.667,0.999999881445115,0.344027323691438,1,0.889789441962154,81.8,82.6,184,122.7,15.91,23.89,2.95,21.83,High,0,106.906,2,99,5.33,189.69,21,0,58,31,67.3,27.8,67.1,11.2,237,19.7,69.5,13.3,124.2,90.3,114.2,83.5,115.3,136.5,262.3,251.6,200.1,146.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa081638_T001,TRUE,Master Protein,Sn00001aa081638_T001,9,9,13,1317,NA,1.196,1.481,0.690510664808912,0.223941631492546,1,0.679210408564716,123.2,147.4,67.8,100.4,8.15,20.39,26.8,7.5,High,0,39.898,9,146.8,5.19,44.96,9,0,188.9,135.3,204,186.3,274.3,30.3,237.1,14,117.5,27.6,404.4,393.9,346.1,559.4,471.2,369.3,262.4,178.8,338.3,304.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa009862_T001,TRUE,Master Protein,Sn00001aa009862_T001,21,3,4,244,NA,0.675,0.5,0.112674792741412,0.00784320872911237,0.731394515479317,0.0869196963201015,126.3,85.3,202.5,101.3,7.76,14.31,19.5,10.59,High,0,16.439,3,26.6,5.39,16.27,3,0,62.1,53.3,84.2,32.1,69.2,7.5,237.6,15.6,36.9,11.2,132.9,155.2,142.8,96.4,118.9,91.4,262.9,199.2,106.2,123.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa033486_T001,TRUE,Master Protein,Sn00001aa033486_T001,61,14,142,254,Met-loss [N-Term],1.557,1.028,0.996280563238891,0.999999537512995,1,1,155.4,241.9,33.4,34.4,6.86,47.13,52.95,39.08,High,0,146.906,1,28.4,4.86,520.58,14,0,409.6,262.5,487.5,458.8,749.4,39.4,238.3,9.4,84.4,12.5,876.9,764.3,827,1377.6,1287.2,480.2,263.7,120,243,137.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa016855_T001,TRUE,Master Protein,Sn00001aa016855_T001,18,8,21,771,NA,0.892,0.468,1,0.103000598296288,1,0.420228793248046,64.9,57.8,273.4,128.1,22.91,40.43,18.12,7.31,High,0,53.762,2,81.1,6.02,74.6,8,0,27.2,12.7,32.5,12.2,38.4,0,238.9,16,35.9,10.4,58.2,37,55.1,36.6,66,0,264.4,204.3,103.4,114.6,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa065850_T001,TRUE,Master Protein,Sn00001aa065850_T001,16,4,7,322,NA,1.294,0.962,0.183884113482157,0.999432874516288,0.935888897118322,1,81.7,105.7,134.6,129.5,9.63,7.66,8.33,4.12,High,0,15.773,4,35.8,8.46,22.91,4,0,80.7,49.4,89.2,65.2,111.8,18.1,238.9,18.4,80.9,22.4,172.8,143.8,151.3,195.8,192,220.6,264.4,235,232.9,246.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa022153_T001,TRUE,Master Protein,Sn00001aa022153_T001,17,3,4,324,NA,0.893,0.503,0.999995720390228,0.733000524142325,1,1,60.5,54,280.9,141.4,26.66,11.89,85.52,76.68,High,0,11.042,1,33.6,8.78,14.48,3,0,13.2,7.2,21.3,8.4,17.6,2,238.9,5.1,12.5,11,28.3,21,36.1,25.2,30.2,24.4,264.4,65.1,36,121.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa085732_T001,TRUE,Master Protein,Sn00001aa085732_T001,8,2,5,226,NA,1.094,0.605,0.993635838482061,0.0135306957533221,1,0.121580831170038,88.3,96.5,184.1,111.3,1.42,8.79,16.54,12.22,High,0,6.312,1,24.2,11.18,10.42,2,0,65.1,49,84.3,44.6,91.5,12.8,239,26.2,57.3,17.8,139.4,142.7,143,133.9,157.2,156,264.5,334.6,165,196.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa038922_T001,TRUE,Master Protein,Sn00001aa038922_T001,17,5,6,393,NA,0.768,0.912,0.272948995550566,0.993246087830066,1,1,164.2,126.1,91.1,83.1,5.65,26.93,26.07,12.99,High,0,18.488,4,43.7,4.78,17.95,5,1,185.2,136.6,211.9,101.4,201.9,16.3,239.6,14.3,76.4,16.6,396.5,397.7,359.5,304.5,346.8,198.7,265.2,182.6,220,183,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa072116_T002,TRUE,Master Protein,Sn00001aa072116_T002,5,5,12,1364,NA,1.096,1.292,0.93609678329226,0.945254309328216,1,1,71.6,78.5,108,139.5,21.93,19.21,47.11,15.09,High,0,35.85,1,146.5,6.71,44.74,5,0,62.4,29.6,73.4,39.2,99.8,11.2,239.9,10.4,75.7,24.5,133.6,86.2,124.5,117.7,171.4,136.5,265.5,132.8,218,270,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa004144_T005,TRUE,Master Protein,Sn00001aa004144_T005,15,4,6,416,NA,1.161,1.355,0.426304411011964,0.200962241136969,1,0.630675567437563,109.7,127.3,97.8,132.6,6.03,11.1,21.39,2.3,High,0,14.422,4,44.8,6.16,22.63,4,0,161.9,121,185.4,134,214.4,37.6,239.9,28.2,147.9,37.4,346.6,352.3,314.5,402.4,368.3,458.3,265.5,360.1,425.8,412.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa094380_T005,TRUE,Master Protein,Sn00001aa094380_T005,16,5,6,354,NA,1.089,1.723,0.999944470014667,0.0951491280074478,1,0.401555138789612,134.4,146.4,75.9,130.9,16.07,8.56,6.11,41.8,High,0,13.144,5,38,7.93,16.98,5,0,210.5,135.7,319.7,163.5,291.9,35,240.3,19.1,112.4,54,450.6,395.1,542.3,490.9,501.4,426.6,265.9,243.9,323.6,595.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa038105_T001,TRUE,Master Protein,Sn00001aa038105_T001,10,13,18,1614,NA,1.013,0.861,0.998463917198631,0.960767736321737,1,1,134.3,136,109.3,94.1,12.72,33.69,19,0.09,High,0,40.978,13,182.2,5.91,54.71,13,0,174.8,158,217.7,126.2,192.2,49.8,240.4,27.3,91,23.8,374.2,460,369.3,378.9,330.1,607,266,348.6,262,262.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa024160_T001,TRUE,Master Protein,Sn00001aa024160_T001,10,2,4,251,NA,0.867,0.464,0.948514087201969,0.0168122460772933,1,0.1374082801495,73.2,63.4,226.9,105.4,14.02,10.36,33.29,8.95,High,0,6.157,1,27.4,5.02,8.91,2,0,35.9,19.9,39.8,17.9,38.4,4.8,240.5,12.9,31.7,9.4,76.9,57.9,67.5,53.7,66,58.5,266.1,164.7,91.3,103.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa054380_T001,TRUE,Master Protein,Sn00001aa054380_T001,15,4,5,505,NA,0.961,0.45,0.999095004920697,0.0672310780126151,1,0.323786831084434,67.3,64.7,281.4,126.7,9.26,12.07,28.34,19.46,High,0,15.813,4,55.7,5.72,19.9,4,0,24.3,16.6,34.2,14.4,32.1,4.1,240.8,13.9,29.6,10.2,52,48.3,58,43.2,55.1,50,266.5,177.5,85.2,112.4,High,High,High,High,High,High,High,High,High,High,1
