"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Ag-1_Summer","Abundance_Ag-2_Summer","Abundance_Ag-3_Summer","Abundance_Ag-1_Winter","Abundance_Ag-2_Winter","Abundance_Ag-3_Winter","Abundances_Normalized_Ag-1_Summer","Abundances_Normalized_Ag-2_Summer","Abundances_Normalized_Ag-3_Summer","Abundances_Normalized_Ag-1_Winter","Abundances_Normalized_Ag-2_Winter","Abundances_Normalized_Ag-3_Winter","Found_in_Sample_S3_Ag-1_Summer","Found_in_Sample_S6_Ag-2_Summer","Found_in_Sample_S9_Ag-3_Summer","Found_in_Sample_S2_Ag-1_Winter","Found_in_Sample_S5_Ag-2_Winter","Found_in_Sample_S8_Ag-3_Winter"
"Ag00001aa136581_T001",TRUE,"Master Protein","Ag00001aa136581_T001",19,9,11,809,NA,0.934,0.998851284376675,1,95.6,89.3,15.45,7.12,183.1,267.9,199.2,86.2,154.4,122.2,286,267.9,210.6,254.2,250.3,222.6,"High","High","High","High","High","High"
"Ag00001aa030963_T002",TRUE,"Master Protein","Ag00001aa030963_T002",26,7,9,398,NA,1.782,0.00329615517275661,0.0437315471176197,94.3,168.1,3.65,8.87,134.8,210.7,212.1,144.2,231.6,197.4,210.6,210.7,224.2,425.3,375.4,359.5,"High","High","High","High","High","High"
"Ag00001aa069541_T002",TRUE,"Master Protein","Ag00001aa069541_T002",28,8,14,373,NA,1.741,0.0288355800450062,0.168725111955652,55.8,97.2,14.12,17.91,415.1,541.9,466.9,319.9,639,396.4,648.5,541.9,493.6,943.5,1035.7,722,"High","High","High","High","High","High"
"Ag00001aa086216_T001",TRUE,"Master Protein","Ag00001aa086216_T001",48,5,13,122,NA,1.234,0.928309348161468,1,157.2,194.1,17.86,37.84,36.6,82.2,67.4,44,37.1,48.3,57.2,82.2,71.3,129.8,60.1,88,"High","High","High","High","High","High"
"Ag00001aa007387_T001",TRUE,"Master Protein","Ag00001aa007387_T001",21,4,34,432,NA,0.759,0.0796378460218193,0.330858242366004,105,79.7,13.49,8.1,64.8,110.7,124.3,28.5,58.5,44.8,101.2,110.7,131.4,84.1,94.8,81.6,"High","High","High","High","High","High"
"Ag00001aa080571_T001",TRUE,"Master Protein","Ag00001aa080571_T001",48,5,12,122,NA,1.329,0.652593831658967,1,73.7,98,11.68,9.56,189.8,368.4,294.3,161.6,246.4,227.1,296.5,368.4,311.2,476.6,399.4,413.6,"High","High","High","High","High","High"
"Ag00001aa033794_T001",TRUE,"Master Protein","Ag00001aa033794_T001",18,9,17,475,NA,0.735,0.0150120072260516,0.10896779919522,108,79.4,6.09,19.33,974.6,1508.2,1589.5,330.7,690.8,779.3,1522.6,1508.2,1680.5,975.4,1119.7,1419.4,"High","High","High","High","High","High"
"Ag00001aa072504_T001",TRUE,"Master Protein","Ag00001aa072504_T001",28,7,27,314,NA,0.72,0.169649033585588,0.539548778038794,84.3,60.7,5.13,10.28,114.5,198.2,179.7,39.3,87.1,75.1,178.9,198.2,190,115.9,141.2,136.8,"High","High","High","High","High","High"
"Ag00001aa061896_T002",TRUE,"Master Protein","Ag00001aa061896_T002",26,3,14,230,NA,3.256,1.64489842369164e-06,0.000588259867613067,79.2,257.8,13.58,6.54,53.4,108.6,98.3,122,208.8,173.3,83.4,108.6,103.9,359.8,338.4,315.6,"High","High","High","High","High","High"
"Ag00001aa071551_T001",TRUE,"Master Protein","Ag00001aa071551_T001",19,9,11,643,NA,0.846,0.497600303926802,1,64.5,54.6,10.26,12.46,42.9,56.8,65.4,15.4,35,31.3,67,56.8,69.1,45.4,56.7,57,"High","High","High","High","High","High"
"Ag00001aa113694_T004",TRUE,"Master Protein","Ag00001aa113694_T004",14,12,13,1000,NA,0.721,0.0629101437707784,0.285436461823825,86.8,62.5,9.01,10,345.4,501.2,425.9,133.3,198.4,198.3,539.6,501.2,450.3,393.2,321.6,361.2,"High","High","High","High","High","High"
"Ag00001aa074740_T001",TRUE,"Master Protein","Ag00001aa074740_T001",17,5,18,366,NA,1.991,0.501132096858444,1,116,231,48.34,42.79,386.9,397,201.7,316.9,487.7,198.9,604.4,397,213.3,934.7,790.5,362.3,"High","High","High","High","High","High"
"Ag00001aa047741_T001",TRUE,"Master Protein","Ag00001aa047741_T001",17,5,9,383,NA,0.791,0.399174673469968,0.927266047399905,79.9,63.2,10.59,7.72,135.3,217.5,168.1,58,103.1,81.1,211.4,217.5,177.7,171.1,167.1,147.7,"High","High","High","High","High","High"
"Ag00001aa024656_T001",TRUE,"Master Protein","Ag00001aa024656_T001",11,10,16,992,NA,0.719,0.0185066833056348,0.12676919344949,93.2,67.1,10.4,7.3,292.3,435.5,352.2,106.2,179.3,184.7,456.6,435.5,372.4,313.2,290.6,336.4,"High","High","High","High","High","High"
"Ag00001aa050391_T003",TRUE,"Master Protein","Ag00001aa050391_T003",30,7,19,301,NA,0.969,0.88195914226245,1,125.9,121.9,7.14,17.03,19.1,28.3,30.8,9.8,18.1,11.7,29.8,28.3,32.6,28.9,29.3,21.3,"High","High","High","High","High","High"
"Ag00001aa093678_T002",TRUE,"Master Protein","Ag00001aa093678_T002",21,6,12,383,NA,0.952,0.920212423861098,1,109.8,104.5,1.29,4.76,316.8,489.7,456.2,151.8,303.6,256,494.9,489.7,482.3,447.7,492.1,466.3,"High","High","High","High","High","High"
"Ag00001aa094674_T001",TRUE,"Master Protein","Ag00001aa094674_T001",15,7,12,610,NA,1.138,0.999873341820967,1,142.5,162.1,4.82,14.05,134.1,225.5,195.1,81.4,147.1,101.8,209.5,225.5,206.3,240.1,238.4,185.4,"High","High","High","High","High","High"
"Ag00001aa084602_T003",TRUE,"Master Protein","Ag00001aa084602_T003",12,13,16,1140,NA,1.347,0.600466222829563,1,26.9,36.3,4.23,17.63,9.5,14.2,12.9,6.5,11.8,7.6,14.8,14.2,13.6,19.2,19.1,13.8,"High","High","High","High","High","High"
"Ag00001aa077283_T001",TRUE,"Master Protein","Ag00001aa077283_T001",12,13,16,1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa008172_T001",TRUE,"Master Protein","Ag00001aa008172_T001",29,3,9,134,NA,1.318,0.0145316717960701,0.106499948373213,72.7,95.8,7.83,8.38,287.8,426.6,363.9,184.7,392.7,308.8,449.6,426.6,384.7,544.7,636.5,562.4,"High","High","High","High","High","High"
"Ag00001aa103768_T001",TRUE,"Master Protein","Ag00001aa103768_T001",27,6,14,277,NA,0.802,0.987461760708651,1,23.7,19,8.2,27.71,38.1,56.2,47.8,23.1,27.8,23,59.5,56.2,50.5,68.1,45.1,41.9,"High","High","High","High","High","High"
"Ag00001aa007448_T001",TRUE,"Master Protein","Ag00001aa007448_T001",39,9,12,299,NA,1.236,0.901042793210458,1,131.7,162.7,13.13,10.15,226.9,412.3,436.9,175,264,279.8,354.5,412.3,461.9,516.1,427.9,509.6,"High","High","High","High","High","High"
"Ag00001aa034045_T003",TRUE,"Master Protein","Ag00001aa034045_T003",20,6,11,368,NA,0.878,0.87480869766291,1,66.4,58.3,7.39,15.27,121.7,182.9,199.2,56.6,113.6,74.3,190.1,182.9,210.6,166.9,184.1,135.3,"High","High","High","High","High","High"
"Ag00001aa069393_T002",TRUE,"Master Protein","Ag00001aa069393_T002",26,6,13,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa065907_T001",TRUE,"Master Protein","Ag00001aa065907_T001",41,6,18,152,"Met-loss+Acetyl [N-Term]",0.633,0.0512587814170038,0.250297872739521,55.2,35,1.07,18.14,32.6,52,48.9,11.1,19.9,24.1,50.9,52,51.7,32.7,32.3,43.9,"High","High","High","High","High","High"
"Ag00001aa094786_T002",TRUE,"Master Protein","Ag00001aa094786_T002",20,5,9,333,NA,0.665,0.284124289133409,0.764017957451203,34.9,23.2,15.52,3.14,199.8,300.4,374.6,72.9,128,110.9,312.1,300.4,396.1,215,207.5,202,"High","High","High","High","High","High"
"Ag00001aa145884_T006",TRUE,"Master Protein","Ag00001aa145884_T006",14,8,12,841,NA,0.669,0.111289644385851,0.406000482510563,135.1,90.4,11.14,14.57,255.7,346.3,304.5,74.6,143,157.7,399.5,346.3,321.9,220,231.8,287.2,"High","High","High","High","High","High"
"Ag00001aa031150_T001",TRUE,"Master Protein","Ag00001aa031150_T001",25,5,11,319,NA,0.954,0.998908085745831,1,49.5,47.2,15.48,3.49,94.9,124.7,103.2,41.2,73.4,62.3,148.3,124.7,109.1,121.5,119,113.5,"High","High","High","High","High","High"
"Ag00001aa143278_T001",TRUE,"Master Protein","Ag00001aa143278_T001",15,8,13,796,NA,0.611,0.18879489415268,0.579666127472113,208.2,127.2,12.47,20.05,132.3,164.5,194.2,35.1,77.4,84.9,206.7,164.5,205.3,103.5,125.5,154.6,"High","High","High","High","High","High"
"Ag00001aa008496_T001",TRUE,"Master Protein","Ag00001aa008496_T001",34,8,13,357,NA,0.265,0.131884513918832,0.457715539237224,299.8,79.5,57.35,13.88,60.5,102.1,23.8,8.5,18.6,12.7,94.5,102.1,25.2,25.1,30.1,23.1,"High","High","High","High","High","High"
"Ag00001aa091198_T001",TRUE,"Master Protein","Ag00001aa091198_T001",27,4,12,277,NA,0.926,0.985361036869024,1,125.3,116,9.62,9.65,228.3,357.4,284.4,96.1,210.6,181.3,356.7,357.4,300.7,283.4,341.4,330.2,"High","High","High","High","High","High"
"Ag00001aa025656_T001",TRUE,"Master Protein","Ag00001aa025656_T001",22,8,17,482,NA,0.453,0.00210745532594425,0.0331778824342643,265.5,120.3,29.17,9.03,1020.2,1516.8,837.6,203.5,424,393.1,1593.8,1516.8,885.6,600.2,687.2,716,"High","High","High","High","High","High"
"Ag00001aa029911_T001",TRUE,"Master Protein","Ag00001aa029911_T001",31,7,10,377,NA,0.844,0.154816854795609,0.50583010812295,110.9,93.5,17.12,4.56,280.8,485.9,575.2,139,272.5,223.6,438.7,485.9,608.1,410,441.7,407.2,"High","High","High","High","High","High"
"Ag00001aa070937_T001",TRUE,"Master Protein","Ag00001aa070937_T001",5,10,11,2676,NA,0.934,0.999754859871805,1,109.7,102.4,14.17,3.94,335.9,476.8,373,151,266.3,256.2,524.8,476.8,394.4,445.4,431.6,466.6,"High","High","High","High","High","High"
"Ag00001aa044965_T001",TRUE,"Master Protein","Ag00001aa044965_T001",23,4,21,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa025007_T001",TRUE,"Master Protein","Ag00001aa025007_T001",46,7,21,150,NA,0.848,0.986116094962813,1,184.8,156.7,7.54,14.21,1364.8,1899.9,1756.7,522.6,993.6,1094.7,2132.2,1899.9,1857.3,1541.3,1610.5,1993.8,"High","High","High","High","High","High"
"Ag00001aa104497_T001",TRUE,"Master Protein","Ag00001aa104497_T001",23,8,13,436,NA,0.75,0.181322394069805,0.566109415057834,54.7,41,5.32,8.83,238.9,336.3,343,97.7,149.1,149.3,373.2,336.3,362.6,288.2,241.7,271.9,"High","High","High","High","High","High"
"Ag00001aa019568_T001",TRUE,"Master Protein","Ag00001aa019568_T001",48,7,40,161,NA,2.097,0.17824741769378,0.558298872596164,56,117.5,38.19,49.44,93.5,300.7,312.4,213.8,182.4,491,146.1,300.7,330.3,630.6,295.6,894.3,"High","High","High","High","High","High"
"Ag00001aa083443_T001",TRUE,"Master Protein","Ag00001aa083443_T001",32,9,13,397,NA,0.824,0.574637514625785,1,158.1,130.2,7.35,14.87,44.2,59.7,60,15.3,37.5,28.7,69.1,59.7,63.4,45.1,60.8,52.3,"High","High","High","High","High","High"
"Ag00001aa032200_T001",TRUE,"Master Protein","Ag00001aa032200_T001",34,3,9,147,NA,1.047,0.999380063069284,1,128,134,17.46,9.25,339.4,586.8,699.1,218.6,379,295,530.2,586.8,739.1,644.7,614.3,537.3,"High","High","High","High","High","High"
"Ag00001aa022922_T002",TRUE,"Master Protein","Ag00001aa022922_T002",18,10,12,715,NA,1.005,0.999858131982928,1,96.2,96.7,10.91,5.72,389.1,683.6,715.9,237.3,423.8,344.7,607.9,683.6,756.9,699.9,686.9,627.8,"High","High","High","High","High","High"
"Ag00001aa093308_T002",TRUE,"Master Protein","Ag00001aa093308_T002",14,7,13,702,NA,1,1,1,137,137.1,23.03,10.74,471,951,1111.6,322.6,639.2,458.4,735.8,951,1175.3,951.5,1036.1,834.9,"High","High","High","High","High","High"
"Ag00001aa072468_T001",TRUE,"Master Protein","Ag00001aa072468_T001",22,8,13,483,NA,0.93,0.720623592140303,1,68.6,63.9,15.15,6.03,104.9,160,197.1,57.2,93.8,83.7,163.9,160,208.4,168.7,152,152.4,"High","High","High","High","High","High"
"Ag00001aa033457_T001",TRUE,"Master Protein","Ag00001aa033457_T001",38,7,13,239,NA,2.223,0.225302111716129,0.653408847595033,124.4,276.4,25.58,54.99,401.3,1062,884.1,704.5,818.8,2164.9,626.9,1062,934.7,2077.8,1327.2,3943,"High","High","High","High","High","High"
"Ag00001aa137156_T002",TRUE,"Master Protein","Ag00001aa137156_T002",29,6,12,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa030383_T001",TRUE,"Master Protein","Ag00001aa030383_T001",33,9,29,288,NA,4.319,0.00781419936820282,0.0683343179056598,75,323.9,24.28,8.82,119.6,245.5,289.8,359.5,588.2,624.8,186.8,245.5,306.4,1060.3,953.4,1138,"High","High","High","High","High","High"
"Ag00001aa105541_T002",TRUE,"Master Protein","Ag00001aa105541_T002",16,7,12,462,NA,0.964,0.9975277888672,1,82,79.1,16.47,15.73,117.3,186.5,229.9,77.5,106.5,98.7,183.3,186.5,243.1,228.6,172.6,179.8,"High","High","High","High","High","High"
"Ag00001aa029761_T001",TRUE,"Master Protein","Ag00001aa029761_T001",25,4,14,325,NA,2.529,0.00791018928265208,0.0688721095209398,85.8,217,5.7,22.6,124.1,215.6,201.3,182.5,298.7,404,193.9,215.6,212.8,538.3,484.2,735.8,"High","High","High","High","High","High"
"Ag00001aa150086_T001",TRUE,"Master Protein","Ag00001aa150086_T001",20,5,11,338,NA,0.885,0.998434038611881,1,92.8,82.1,5.1,16.93,193.7,324.5,316.5,126.6,177.1,152.2,302.6,324.5,334.6,373.4,287.1,277.2,"High","High","High","High","High","High"
"Ag00001aa007010_T002",TRUE,"Master Protein","Ag00001aa007010_T002",19,6,15,389,NA,1.349,0.299028196734662,0.783789503437232,59.4,80.2,5.57,17.95,224,315,305.4,158.1,201.4,239.2,349.9,315,322.9,466.3,326.4,435.7,"High","High","High","High","High","High"
"Ag00001aa031675_T001",TRUE,"Master Protein","Ag00001aa031675_T001",31,8,11,384,NA,0.899,0.261303893839064,0.721609381503713,102.1,91.8,9.87,4.55,226.9,354.2,395.9,107.3,211.7,174.9,354.5,354.2,418.6,316.5,343.1,318.5,"High","High","High","High","High","High"
"Ag00001aa127975_T001",TRUE,"Master Protein","Ag00001aa127975_T001",32,5,21,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa073071_T001",TRUE,"Master Protein","Ag00001aa073071_T001",29,8,12,397,NA,0.738,0.0127121044144233,0.0966660532764189,113.9,84,7.54,6.59,137.9,212.6,177.2,53.2,89.8,91.2,215.4,212.6,187.3,156.9,145.6,166.1,"High","High","High","High","High","High"
"Ag00001aa007874_T003",TRUE,"Master Protein","Ag00001aa007874_T003",13,4,8,382,NA,0.925,0.961732565816644,1,64,59.3,14.92,20.71,66.4,112.3,130.1,42.9,64.1,45.7,103.7,112.3,137.6,126.5,103.9,83.2,"High","High","High","High","High","High"
"Ag00001aa039557_T002",TRUE,"Master Protein","Ag00001aa039557_T002",23,9,12,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa004470_T002",TRUE,"Master Protein","Ag00001aa004470_T002",42,4,34,166,NA,1.493,0.600915628992581,1,10.6,15.8,18.32,19.85,38.8,53.4,72,33.1,40.5,49.7,60.6,53.4,76.1,97.6,65.6,90.5,"High","High","High","High","High","High"
"Ag00001aa145484_T001",TRUE,"Master Protein","Ag00001aa145484_T001",41,6,17,152,"Met-loss+Acetyl [N-Term]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa083985_T001",TRUE,"Master Protein","Ag00001aa083985_T001",25,6,13,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa082574_T001",TRUE,"Master Protein","Ag00001aa082574_T001",46,6,12,142,NA,0.746,0.138111959124595,0.473230466550039,68.5,51.1,14.98,28.02,165.3,259,314.1,65.5,92.1,143.4,258.2,259,332.1,193.2,149.3,261.2,"High","High","High","High","High","High"
"Ag00001aa034719_T001",TRUE,"Master Protein","Ag00001aa034719_T001",25,9,13,471,NA,0.793,0.634525879409422,1,119.4,94.7,8.02,12.68,747.3,1018.3,964.5,274.1,615.1,441.2,1167.5,1018.3,1019.7,808.4,997,803.6,"High","High","High","High","High","High"
"Ag00001aa080504_T001",TRUE,"Master Protein","Ag00001aa080504_T001",37,5,21,142,NA,0.739,0.108244170368824,0.397752610632873,91.5,67.6,12.33,14.1,594.5,901.2,1063,266.3,364.9,376.8,928.8,901.2,1123.9,785.4,591.5,686.3,"High","High","High","High","High","High"
"Ag00001aa052437_T002",TRUE,"Master Protein","Ag00001aa052437_T002",31,8,18,348,NA,1.028,0.922331106712744,1,76.8,78.9,7.49,11.85,378,575,624.8,207,374.7,270.1,590.5,575,660.6,610.5,607.3,491.9,"High","High","High","High","High","High"
"Ag00001aa137519_T001",TRUE,"Master Protein","Ag00001aa137519_T001",30,5,12,228,NA,1.129,0.766844818446384,1,106.2,119.9,15.27,8.76,384.8,645.2,756.1,285,445,400,601.2,645.2,799.4,840.6,721.3,728.5,"High","High","High","High","High","High"
"Ag00001aa017834_T001",TRUE,"Master Protein","Ag00001aa017834_T001",36,6,10,273,NA,0.851,0.32396938986784,0.825548287846784,152.5,129.8,8.15,1.16,411.5,612.2,517.4,176.7,317.2,288.9,642.9,612.2,547,521.2,514.1,526.2,"High","High","High","High","High","High"
"Ag00001aa026881_T001",TRUE,"Master Protein","Ag00001aa026881_T001",21,5,12,327,NA,0.801,0.41020377922346,0.940722991369547,90.6,72.6,12.37,9.36,194.5,310.2,357.2,93.8,153.3,126.2,303.9,310.2,377.7,276.7,248.5,229.9,"High","High","High","High","High","High"
"Ag00001aa068621_T001",TRUE,"Master Protein","Ag00001aa068621_T001",20,6,14,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa006007_T001",TRUE,"Master Protein","Ag00001aa006007_T001",19,7,16,388,NA,0.658,0.0415307657737292,0.216142197807195,97.4,64.1,5,11.85,38,63.4,62,16.6,24.1,22.9,59.4,63.4,65.6,49,39.1,41.7,"High","High","High","High","High","High"
"Ag00001aa068872_T001",TRUE,"Master Protein","Ag00001aa068872_T001",16,4,14,449,NA,0.9,0.511382076299121,1,110.2,99.2,9.76,7.04,294.3,469.2,517.6,132,276.6,231.9,459.8,469.2,547.2,389.3,448.3,422.4,"High","High","High","High","High","High"
"Ag00001aa094687_T001",TRUE,"Master Protein","Ag00001aa094687_T001",12,9,12,900,NA,0.537,0.00124830736775206,0.024219184484783,96.3,51.7,8.49,3.36,200.2,310.2,340.1,56.9,99.8,95,312.8,310.2,359.6,167.8,161.8,173,"High","High","High","High","High","High"
"Ag00001aa099305_T001",TRUE,"Master Protein","Ag00001aa099305_T001",31,7,11,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa148066_T002",TRUE,"Master Protein","Ag00001aa148066_T002",26,8,17,321,NA,0.836,0.0987885655922435,0.376544119127874,94,78.6,9.38,18.5,545.9,762.1,670.7,216.1,282.7,357.7,852.8,762.1,709.1,637.4,458.2,651.5,"High","High","High","High","High","High"
"Ag00001aa007636_T003",TRUE,"Master Protein","Ag00001aa007636_T003",29,7,9,461,NA,1.189,0.59867456367083,1,81.1,96.4,11.49,6.73,110.8,192.1,205.8,80.9,128.8,125.4,173.1,192.1,217.6,238.6,208.8,228.4,"High","High","High","High","High","High"
"Ag00001aa059287_T003",TRUE,"Master Protein","Ag00001aa059287_T003",23,7,17,359,NA,0.771,0.923587243971881,1,107.1,82.6,24.24,12.94,218.4,482,531.9,149.7,229.3,189.3,341.2,482,562.4,441.5,371.7,344.8,"High","High","High","High","High","High"
"Ag00001aa117147_T003",TRUE,"Master Protein","Ag00001aa117147_T003",34,8,17,246,NA,0.986,0.999998728075035,1,57.7,56.9,27.28,21.28,314.8,538.2,291.4,166.5,202.3,266.3,491.8,538.2,308.1,491.1,327.9,485,"High","High","High","High","High","High"
"Ag00001aa106413_T002",TRUE,"Master Protein","Ag00001aa106413_T002",25,5,17,220,NA,0.89,0.548380475945837,1,78,69.4,6.48,10,382.9,650.8,643.6,205.1,357.5,273.2,598.2,650.8,680.5,604.9,579.5,497.6,"High","High","High","High","High","High"
"Ag00001aa054708_T002",TRUE,"Master Protein","Ag00001aa054708_T002",10,8,11,1165,NA,1.107,0.877041436481931,1,98,108.5,5.02,5.22,297.8,448.3,398.2,162.9,328,272.4,465.2,448.3,421,480.5,531.6,496.1,"High","High","High","High","High","High"
"Ag00001aa008193_T001",TRUE,"Master Protein","Ag00001aa008193_T001",34,4,16,149,NA,1.076,0.990740140865146,1,75.4,81.1,7.14,15.28,332.4,543,564.1,228.1,360.4,271.4,519.3,543,596.4,672.8,584.2,494.3,"High","High","High","High","High","High"
"Ag00001aa022956_T005",TRUE,"Master Protein","Ag00001aa022956_T005",24,5,11,308,"Met-loss [N-Term]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"Ag00001aa010729_T001",TRUE,"Master Protein","Ag00001aa010729_T001",17,5,12,356,NA,1.463,0.200049392717371,0.601654763261069,19.5,28.5,20.72,15.42,14.9,20.1,28.4,14.4,19.7,18.7,23.3,20.1,30,42.5,31.9,34.1,"High","High","High","High","High","High"
"Ag00001aa016306_T001",TRUE,"Master Protein","Ag00001aa016306_T001",23,3,21,123,NA,0.469,0.720664104031753,1,168.3,78.9,35.74,50.57,178.8,512,567.8,124.6,148.2,66.8,279.3,512,600.3,367.5,240.2,121.7,"High","High","High","High","High","High"
"Ag00001aa106460_T001",TRUE,"Master Protein","Ag00001aa106460_T001",11,5,11,641,NA,0.425,0.296775640036359,0.781347226778509,97.4,41.4,22.05,10.1,299.9,462.9,291.3,78.6,121.4,106.7,468.5,462.9,308,231.8,196.8,194.3,"High","High","High","High","High","High"
"Ag00001aa091933_T002",TRUE,"Master Protein","Ag00001aa091933_T002",17,8,11,561,NA,0.547,0.00250655012086454,0.0371603763471498,78.5,43,20.21,14.24,220,349,457.3,81.8,117.8,104,343.7,349,483.5,241.3,190.9,189.4,"High","High","High","High","High","High"
"Ag00001aa002267_T002",TRUE,"Master Protein","Ag00001aa002267_T002",44,9,14,257,NA,1.453,0.153581976637598,0.504037493797218,112.9,164,9.47,8.52,511.2,782.4,876.7,405.8,716.1,557.7,798.6,782.4,926.9,1196.9,1160.7,1015.7,"High","High","High","High","High","High"
"Ag00001aa113493_T001",TRUE,"Master Protein","Ag00001aa113493_T001",18,6,19,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa020201_T001",TRUE,"Master Protein","Ag00001aa020201_T001",45,2,11,80,NA,0.901,0.677430623845642,1,165.3,148.9,6.58,15.49,155.5,276.4,241,77.8,149.6,98.2,242.9,276.4,254.8,229.5,242.5,178.9,"High","High","High","High","High","High"
"Ag00001aa054552_T002",TRUE,"Master Protein","Ag00001aa054552_T002",40,9,12,300,NA,1.128,0.969633391613329,1,142.8,161.1,11.98,6.75,50.8,101,85.8,35,56.3,56.2,79.4,101,90.7,103.2,91.3,102.4,"High","High","High","High","High","High"
"Ag00001aa037134_T001",TRUE,"Master Protein","Ag00001aa037134_T001",19,7,10,542,NA,0.696,0.0151499375362045,0.109405561574743,81.5,56.7,5.11,8.15,213.7,304,313.2,80.4,125.1,126.5,333.9,304,331.1,237.1,202.8,230.4,"High","High","High","High","High","High"
"Ag00001aa152296_T001",TRUE,"Master Protein","Ag00001aa152296_T001",32,6,14,228,NA,0.92,0.970136211720722,1,112.2,103.2,8.09,2.98,354.1,636.1,606.3,198.4,361.8,305.3,553.2,636.1,641,585.2,586.4,556,"High","High","High","High","High","High"
"Ag00001aa094004_T001",TRUE,"Master Protein","Ag00001aa094004_T001",23,4,14,228,NA,2.06,0.476027975406192,1,131.8,271.6,27.51,21.81,411.6,1100.6,753.1,556.2,694.5,951.2,643,1100.6,796.2,1640.4,1125.7,1732.4,"High","High","High","High","High","High"
"Ag00001aa156402_T001",TRUE,"Master Protein","Ag00001aa156402_T001",25,6,9,452,NA,1.288,0.0974917653440835,0.373700238267411,85.1,109.6,7.19,11.42,79.3,133.1,135.3,66,105.8,85.2,123.9,133.1,143,194.7,171.5,155.2,"High","High","High","High","High","High"
"Ag00001aa093416_T001",TRUE,"Master Protein","Ag00001aa093416_T001",52,7,13,148,NA,0.717,0.0233656674047483,0.149172989626123,97.2,69.7,9.07,17.94,92,170.1,140.8,36.2,73.9,45.7,143.7,170.1,148.9,106.8,119.8,83.2,"High","High","High","High","High","High"
"Ag00001aa022611_T001",TRUE,"Master Protein","Ag00001aa022611_T001",35,6,11,214,NA,0.839,0.0289996467041574,0.16923052476335,97.1,81.5,13.98,3.76,204.4,333.9,389.3,95.2,172.9,144.2,319.3,333.9,411.6,280.8,280.2,262.6,"High","High","High","High","High","High"
