"Checked","Protein_FDR_Confidence_Combined","Master","Accession","Description","Exp_q_value_Combined","Sum_PEP_Score","Coverage","Peptides","PSMs","Unique_Peptides","AAs","MW_kDa","calc_pI","Score_Sequest_HT_Sequest_HT","Peptides_by_Search_Engine_Sequest_HT","Biological_Process","Cellular_Component","Molecular_Function","Pfam_IDs","Entrez_Gene_ID","Gene_ID","Gene_Symbol","Ensembl_Gene_ID","Protein_Pathway_Groups","Razor_Peptides","Abundance_Ratio_Winter_Summer","Abundance_Ratio_P_Value_Winter_Summer","Abundances_Grouped_Summer","Abundances_Grouped_Winter","Abundances_Grouped_CV_Summer","Abundances_Grouped_CV_Winter","Abundance_C002_summer","Abundance_C004_summer","Abundance_C022_summer","Abundance_C031_summer","Abundance_C071-1_summer","Abundance_C071-2_summer","Abundance_C071-3_summer","Abundance_C076_summer","Abundance_C002_winter","Abundance_C004_winter","Abundance_C022_winter","Abundance_C031_winter","Abundance_C071-1_winter","Abundance_C071-2_winter","Abundance_C071-3_winter","Abundance_C076_winter","Abundances_Normalized_C002_summer","Abundances_Normalized_C004_summer","Abundances_Normalized_C022_summer","Abundances_Normalized_C031_summer","Abundances_Normalized_C071-1_summer","Abundances_Normalized_C071-2_summer","Abundances_Normalized_C071-3_summer","Abundances_Normalized_C076_summer","Abundances_Normalized_C002_winter","Abundances_Normalized_C004_winter","Abundances_Normalized_C022_winter","Abundances_Normalized_C031_winter","Abundances_Normalized_C071-1_winter","Abundances_Normalized_C071-2_winter","Abundances_Normalized_C071-3_winter","Abundances_Normalized_C076_winter","Found_in_Sample_S369_C002_summer","Found_in_Sample_S370_C004_summer","Found_in_Sample_S371_C022_summer","Found_in_Sample_S372_C031_summer","Found_in_Sample_S373_C071-1_summer","Found_in_Sample_S374_C071-2_summer","Found_in_Sample_S375_C071-3_summer","Found_in_Sample_S376_C076_summer","Found_in_Sample_S377_C002_winter","Found_in_Sample_S378_C004_winter","Found_in_Sample_S379_C022_winter","Found_in_Sample_S380_C031_winter","Found_in_Sample_S381_C071-1_winter","Found_in_Sample_S382_C071-2_winter","Found_in_Sample_S383_C071-3_winter","Found_in_Sample_S384_C076_winter","Protein_Groups","Modifications"
TRUE,"High","Master Protein","TdactyloidesS_mRNA34344","TdactyloidesS_mRNA34344",0,27.368,29,6,14,6,226,24.6,6.93,46.66,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA34344",NA,NA,0,0,0.877,0.661477855118902,106.5,93.5,38.33,48.14,88.8,432.9,173.7,277.6,601,708.4,388.2,420.2,230.8,356.2,382.4,240.3,160.7,83.9,342.3,306.3,316.5,954.1,571.2,568.5,1027.7,708.4,409.1,911.8,553.6,776.1,1146.4,471.1,400.2,188.3,562.3,858,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA32211","TdactyloidesS_mRNA32211",0,34.706,28,9,11,4,455,49.8,5.68,39.54,9,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA32211",NA,NA,0,5,1.151,0.661804198726105,93,107,25.86,19.52,228.6,287.4,287.3,215.7,318.3,502.1,722.3,363.9,358.2,307.7,263.8,464.9,197.6,425,415.1,288.3,814.8,633.4,944.7,441.8,544.3,502.1,761.2,789.6,859.2,670.5,790.9,911.4,492.1,953.9,681.9,807.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA6053","TdactyloidesS_mRNA6053",0,64.507,19,8,25,7,512,58.2,9,89.62,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA6053",NA,NA,0,0,1.151,0.661933428595028,93,107,18.46,13.15,149.6,242.2,169.3,267.6,486.6,784.7,598.7,298.4,288.4,265.4,261.2,376.8,260.7,292.1,409.4,313.8,533.2,533.8,556.7,548,832.1,784.7,630.9,647.5,691.8,578.3,783.1,738.7,649.3,655.6,672.5,879,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA25148","TdactyloidesS_mRNA25148",0,9.782,22,3,4,3,215,23.2,10.51,13.26,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA25148",NA,NA,0,0,1.067,0.661974158608313,96.8,103.2,54.89,29.72,92.3,66.3,78.3,38.5,53.8,99,130.3,65,65.5,98.8,47.2,79.5,37,58.6,52.8,65.6,329,146.1,257.5,78.8,92,99,137.3,141,157.1,215.3,141.5,155.9,92.1,131.5,86.7,183.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA61326","TdactyloidesS_mRNA61326",0,8.937,15,3,9,3,210,22,10.93,31.81,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA61326",NA,NA,0,0,1.087,0.662060088286198,95.8,104.2,23.87,20.37,51.4,96.7,76.4,111.8,109.8,235.3,342.4,132,124.6,75.5,90.9,109.8,125.3,114.7,150.5,71.8,183.2,213.1,251.2,229,187.8,235.3,360.8,286.4,298.9,164.5,272.5,215.3,312.1,257.4,247.2,201.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA54154","TdactyloidesS_mRNA54154",0,26.497,16,8,9,8,629,68.1,8.05,25.31,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA54154",NA,NA,0,0,1.143,0.662251296448179,93.3,106.7,17.33,25.33,124.1,204.1,146.5,169.5,310.8,400.5,578.9,239.1,241.9,129.6,135.3,352.7,190.8,236.2,392.8,190.7,442.3,449.8,481.7,347.1,531.5,400.5,610.1,518.8,580.2,282.4,405.6,691.4,475.2,530.1,645.3,534.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA11276","TdactyloidesS_mRNA11276",0,15.228,11,5,6,5,712,78.8,8.35,14.35,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA11276",NA,NA,0,0,1.083,0.662584704169092,96,104,19.18,16.03,52.6,80,54.8,81,64.9,112.7,140.5,79.7,75.8,101.6,61.7,109.6,58.2,96.8,92.8,60.1,187.5,176.3,180.2,165.9,111,112.7,148.1,172.9,181.8,221.4,185,214.9,144.9,217.3,152.4,168.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA611","TdactyloidesS_mRNA611",0,15.792,30,3,5,3,220,22.6,5.34,20.42,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA611",NA,NA,0,0,1.075,0.662882332368564,96.4,103.6,33.57,30.76,14.2,39.5,23,61.8,37.7,85.2,55.5,23.8,28,56.5,30.4,40.1,44.7,28.5,43.6,17.2,50.6,87.1,75.6,126.6,64.5,85.2,58.5,51.6,67.2,123.1,91.1,78.6,111.3,64,71.6,48.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA31038","TdactyloidesS_mRNA31038",0,113.393,44,14,47,14,505,55.2,8.94,175.36,14,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA31038",NA,NA,0,0,1.15,0.662920648087002,93,107,14.39,19.75,476.2,596.6,430.8,557.1,711.7,1358.9,1157.3,512.3,834.2,613.7,364.3,696.5,624.1,581.2,1107.1,592.6,1697.4,1314.9,1416.6,1140.9,1217,1358.9,1219.6,1111.6,2000.9,1337.2,1092.1,1365.4,1554.3,1304.5,1818.6,1660,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA56156","TdactyloidesS_mRNA56156",0,120.458,30,18,59,6,822,92.8,6.2,212.13,18,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA56156",NA,NA,0,7,0.878,0.663322918946463,106.5,93.5,9.35,21.74,404,557.3,430.3,735.6,932.7,1450.4,1474.5,780.7,533.6,500.6,440.3,618.4,788.1,562.4,1095.3,469.6,1440,1228.3,1414.9,1506.5,1594.9,1450.4,1553.9,1694.1,1279.9,1090.8,1320,1212.3,1962.7,1262.3,1799.2,1315.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA57498","TdactyloidesS_mRNA57498",0,26.442,61,5,17,5,99,11,9,64.41,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA57498",NA,NA,0,0,1.076,0.66462670962404,96.3,103.7,22.89,31.06,20.7,42.1,24.9,59.5,60.9,102.4,64.9,29.1,48.5,76.1,30.2,49.8,34.2,43.3,44.6,24.3,73.8,92.8,81.9,121.9,104.1,102.4,68.4,63.1,116.3,165.8,90.5,97.6,85.2,97.2,73.3,68.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA58321","TdactyloidesS_mRNA58321",0,8.509,16,3,3,3,256,27.2,7.33,9.56,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA58321",NA,NA,0,0,0.759,0.664636135702342,113.7,86.3,36.92,31.92,21.2,25.6,17,28,16,30.5,28,19.1,12.8,26.7,11,19.3,26,15.4,36.8,12.6,75.6,56.4,55.9,57.3,27.4,30.5,29.5,41.4,30.7,58.2,33,37.8,64.8,34.6,60.5,35.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA25802","TdactyloidesS_mRNA25802",0,98.572,45,17,43,2,564,61.1,6.61,143.62,17,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA25802",NA,NA,0,0,1.052,0.664865009574989,97.4,102.6,37.17,34.79,8.5,23,10.3,20.8,11.6,26.1,18.5,23.6,14.5,18.6,10.9,26.9,9.3,14.2,12.8,20.2,30.3,50.7,33.9,42.6,19.8,26.1,19.5,51.2,34.8,40.5,32.7,52.7,23.2,31.9,21,56.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA41868","TdactyloidesS_mRNA41868",0,58.538,46,12,31,9,342,37.5,8.19,96.05,12,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA41868",NA,NA,0,0,1.149,0.665243214697319,93.1,106.9,15.97,13.27,128,296.1,138.6,284.6,281.2,439.5,399,240.6,277.1,254.5,189.5,263.4,209.8,211.7,279.7,228.5,456.3,652.6,455.8,582.9,480.8,439.5,420.5,522.1,664.7,554.5,568.1,516.4,522.5,475.1,459.5,640.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA33579","TdactyloidesS_mRNA33579",0,22.208,19,5,6,5,340,37.8,5.71,22.6,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA33579",NA,NA,0,0,1.077,0.66613597852149,96.3,103.7,22.27,13.32,27.9,59.4,45.1,86.7,128.8,170.9,149.6,73.9,67,54.3,57.6,87.9,76.9,76.4,90.9,61.1,99.4,130.9,148.3,177.6,220.2,170.9,157.7,160.4,160.7,118.3,172.7,172.3,191.5,171.5,149.3,171.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA8868","TdactyloidesS_mRNA8868",0,28.06,19,7,8,3,677,73.1,7.52,29.05,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA8868",NA,NA,0,3,0.787,0.666211423624719,111.9,88.1,71.86,64.43,17.2,61.5,6.9,108.6,90.6,204.2,37.3,19,22.6,48.9,26.8,32.7,68.5,11.8,64.2,5.2,61.3,135.5,22.7,222.4,154.9,204.2,39.3,41.2,54.2,106.5,80.3,64.1,170.6,26.5,105.5,14.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA28356","TdactyloidesS_mRNA28356",0,138.204,54,21,58,21,460,50.4,8.48,208.73,21,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA28356",NA,NA,0,0,0.879,0.666376779541867,106.4,93.6,23.5,11.83,436.3,377.2,367,379.5,765.3,949.2,1151.5,610.4,438.1,570.6,355.3,488,426.5,463,819.6,441.3,1555.2,831.4,1206.8,777.2,1308.6,949.2,1213.5,1324.5,1050.8,1243.3,1065.2,956.7,1062.2,1039.2,1346.4,1236.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA6799","TdactyloidesS_mRNA6799",0,166.311,59,23,69,17,577,61.1,5.2,257.4,23,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA6799",NA,NA,0,0,0.879,0.666496346640831,106.4,93.6,42.37,24.3,356,428.2,601.6,631.5,311.2,758.9,922.6,856.9,342.2,653.9,443.1,354.8,458,460.8,561.1,321.4,1268.9,943.8,1978.2,1293.3,532.1,758.9,972.3,1859.4,820.8,1424.8,1328.4,695.6,1140.6,1034.2,921.7,900.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA47051","TdactyloidesS_mRNA47051",0,41.917,50,8,13,8,343,36.1,5.66,56.75,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA47051",NA,NA,0,0,0.815,0.666836286881181,110.2,89.8,27.09,36.61,98.7,109.9,69.6,146.3,172.4,436.7,396.4,99.7,166.9,113.5,69.6,86,106.7,105.8,200.2,39.6,351.8,242.2,228.9,299.6,294.8,436.7,417.7,216.3,400.3,247.3,208.7,168.6,265.7,237.5,328.9,110.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA64079","TdactyloidesS_mRNA64079",0,55.754,23,10,18,9,717,80.6,7.84,70.06,10,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA64079",NA,NA,0,0,0.823,0.666917624955184,109.7,90.3,37.72,17.62,160.3,144,151.4,116.8,177.4,222.9,273.2,119.4,102.8,113.2,107.7,107.3,96.4,113.9,106.6,80,571.4,317.4,497.8,239.2,303.3,222.9,287.9,259.1,246.6,246.7,322.9,210.4,240.1,255.6,175.1,224.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA58929","TdactyloidesS_mRNA58929",0,29.899,20,6,8,6,405,42.3,6.25,30.03,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA58929",NA,NA,0,0,1.081,0.667075783320006,96.1,103.9,10.58,11.95,63.3,107.1,80.5,133.2,151.6,257.7,269.9,145.5,128.2,102.9,92.7,147.2,119.3,106.1,160.9,113.8,225.6,236.1,264.7,272.8,259.2,257.7,284.4,315.7,307.5,224.2,277.9,288.6,297.1,238.1,264.3,318.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA28208","TdactyloidesS_mRNA28208",0,41.455,51,6,51,6,140,15,10.39,168.34,6,"protein metabolism;other metabolic processes","cytosol;translational apparatus;other cell component","nucleic acid binding activity;other molecular function","Pf00238","101764509; 101783504; 101785790; 103970583; 103981194; 103995947; 103998679; 104602784; 104602786; 105163456; 105171738; 8059259; 8084702; 8085517","A0A1U8AQE0; A0A2S3IUD7; A0A2T7C5W9; A0A3L6RRC5; A0A4S8J248; A0A4U6SY81; A0A6G1EZ40; A0A6I9U3L0; A0A811PT34; A0A835Q0K5; A0A8J5FL07; A0A8J5SVG8; C5WYX6; K4AGE6; M0RQ16; mus:103970583; mus:103981194; mus:103995947; mus:103998679; nnu:104602784; nnu:104602786; sbi:8059259; sbi:8084702; sbi:8085517; sind:105163456; sind:105171738; sita:101764509; sita:101783504; sita:101785790; TdactyloidesS_mRNA28208","LOC104602786; LOC105171738",NA,0,0,1.148,0.667393197400596,93.1,106.9,17.37,14.48,273.6,556.6,341.7,586.9,499.2,815.4,828.5,384.2,385,552.5,347.2,613.9,316.5,480.5,547.1,395.3,975.2,1226.8,1123.6,1202,853.6,815.4,873.1,833.7,923.5,1203.9,1040.9,1203.5,788.2,1078.4,898.7,1107.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA36119","TdactyloidesS_mRNA36119",0,62.621,59,10,31,10,165,18.7,6.2,105.79,10,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA36119",NA,NA,0,0,0.879,0.667591789899341,106.4,93.6,22.39,10.9,252,431.4,261.7,764.1,693,1258.3,930.8,428.3,345,466.5,304.5,369,350.6,377.1,518.8,265.5,898.2,950.8,860.5,1564.9,1185,1258.3,980.9,929.4,827.5,1016.5,912.9,723.4,873.1,846.4,852.2,743.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA49491","TdactyloidesS_mRNA49491",0,24.249,18,7,11,1,540,61,5.26,34.49,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA49491",NA,NA,0,3,1.128,0.66787640647851,94,106,25.38,20.99,57.9,181.7,71.8,230,241.5,346,339.4,168.2,255.4,176.5,141.7,278.4,143.5,176.1,221.8,149.9,206.4,400.5,236.1,471,413,346,357.7,365,612.6,384.6,424.8,545.8,357.4,395.2,364.3,419.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA43355","TdactyloidesS_mRNA43355",0,15.743,31,4,9,3,172,17.7,8.05,28.55,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA43355",NA,NA,0,0,1.071,0.667956210991299,96.6,103.4,63.01,78.17,15.5,73.4,17.6,104.2,59.6,85.3,41.5,24.6,24.1,123.6,37.3,38.2,34.9,21.6,21.5,27,55.2,161.8,57.9,213.4,101.9,85.3,43.7,53.4,57.8,269.3,111.8,74.9,86.9,48.5,35.3,75.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA51488","TdactyloidesS_mRNA51488",0,40.352,12,8,11,5,1020,111.4,6.29,37.19,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA51488",NA,NA,0,3,1.067,0.668127944180607,96.7,103.3,10.6,21.57,34.4,50.3,41,61.8,78.1,115.8,146.3,55.9,72.8,41.4,38.1,87.9,48.2,69.5,83.5,46,122.6,110.9,134.8,126.6,133.5,115.8,154.2,121.3,174.6,90.2,114.2,172.3,120,156,137.2,128.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA53795","TdactyloidesS_mRNA53795",0,100.599,35,12,53,5,446,48.8,8.16,189.83,12,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA53795",NA,NA,0,0,1.148,0.668149844723205,93.1,106.9,18.25,19.9,131,206,178.5,385.8,315.1,631.2,532.1,280.2,287.6,202.9,246.4,410.4,272.2,208.6,389.4,213,466.9,454,587,790.1,538.8,631.2,560.8,608,689.8,442.1,738.7,804.6,677.9,468.2,639.7,596.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA4231","TdactyloidesS_mRNA4231",0,71.01,33,10,26,1,439,51.3,5.81,98.51,10,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA4231",NA,NA,0,0,1.075,0.668328521472594,96.4,103.6,23.97,19.49,37.1,57.8,36.1,40.1,38.8,81.1,113.2,44.5,53.4,52.7,28.1,69.2,29.6,51.6,61,41.2,132.2,127.4,118.7,82.1,66.3,81.1,119.3,96.6,128.1,114.8,84.2,135.7,73.7,115.8,100.2,115.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA58153","TdactyloidesS_mRNA58153",0,9.409,16,3,5,3,232,26.4,11.47,14.98,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA58153",NA,NA,0,0,0.757,0.668477034974112,113.8,86.2,56.22,27.53,28.4,16.3,16,13,11.9,27.2,51.3,22.6,10.4,23.9,11,13.4,12.3,20.3,17.7,13.6,101.2,35.9,52.6,26.6,20.3,27.2,54.1,49,24.9,52.1,33,26.3,30.6,45.6,29.1,38.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA65863","TdactyloidesS_mRNA65863",0,34.397,12,5,8,1,791,86.4,6.14,32.55,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA65863",NA,NA,0,0,1.067,0.669030002026342,96.8,103.2,33.17,34.66,17.1,40.1,33.4,26.1,31.6,41.4,63.1,42.7,46.2,27.9,24.6,62.4,19.5,27.1,38.1,37.8,61,88.4,109.8,53.5,54,41.4,66.5,92.7,110.8,60.8,73.7,122.3,48.6,60.8,62.6,105.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA66836","TdactyloidesS_mRNA66836",0,40.587,61,10,19,6,223,24.5,7.37,64.33,10,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA66836",NA,NA,0,0,1.076,0.669159740310678,96.3,103.7,19.96,8.86,28.9,35.5,44.2,50.7,49.3,91.4,102,47.4,46.7,41.6,36.6,57,45.2,48.9,77,38.4,103,78.2,145.3,103.8,84.3,91.4,107.5,102.9,112,90.6,109.7,111.7,112.6,109.8,126.5,107.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA14653","TdactyloidesS_mRNA14653",0,18.831,18,4,5,4,378,42.7,7.01,19.87,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA14653",NA,NA,0,0,0.801,0.670814810611012,111,89,19.65,19.27,49.7,73.2,66.7,62.3,73.6,137.3,139.2,73.4,64.1,65.5,33.4,59.5,34.3,65,69.1,45.9,177.2,161.3,219.3,127.6,125.9,137.3,146.7,159.3,153.8,142.7,100.1,116.6,85.4,145.9,113.5,128.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA476","TdactyloidesS_mRNA476",0,46.945,22,9,21,6,538,58.8,8.56,69.99,9,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA476",NA,NA,0,0,0.815,0.670962884633735,110.2,89.8,29.56,44.13,54.5,178.6,70.5,137.6,106.7,289.8,170.2,100.5,115.5,145.1,95.2,81.3,49,50.3,57.9,75.2,194.3,393.6,231.8,281.8,182.5,289.8,179.4,218.1,277,316.2,285.4,159.4,122,112.9,95.1,210.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA67326","TdactyloidesS_mRNA67326",0,12.069,8,3,3,3,534,59.8,7.61,9.09,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA67326",NA,NA,0,0,1.066,0.671033373092155,96.8,103.2,40.37,36.87,12.1,16.7,14.4,19.4,20,55,90,18.2,34.6,14.1,14.4,23.9,11.6,20.1,30.3,13.5,43.1,36.8,47.4,39.7,34.2,55,94.8,39.5,83,30.7,43.2,46.9,28.9,45.1,49.8,37.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA7293","TdactyloidesS_mRNA7293",0,248.465,49,31,99,10,841,92.9,5.24,382.57,31,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA7293",NA,NA,0,17,1.146,0.671261935975756,93.2,106.8,15,6.96,502.4,836,614.1,936.4,705.3,1555.4,1503.6,820.8,890.5,806.7,677.3,1022.8,813.6,961,1362.3,736.8,1790.8,1842.6,2019.3,1917.7,1206,1555.4,1584.6,1781.1,2136,1757.7,2030.5,2005.1,2026.2,2156.9,2237.8,2064,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA48852","TdactyloidesS_mRNA48852",0,41.268,28,8,16,8,468,50.1,5.99,54.85,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA48852",NA,NA,0,0,0.77,0.6714864130259,113,87,36.19,19.26,23.2,24.9,36.3,16.8,35.9,55.4,79.4,39.6,29.2,18.4,17.9,23.9,18.1,27.9,34.1,23.4,82.7,54.9,119.4,34.4,61.4,55.4,83.7,85.9,70,40.1,53.7,46.9,45.1,62.6,56,65.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA30731","TdactyloidesS_mRNA30731",0,51.037,35,12,20,11,537,56.4,5.48,67.55,12,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA30731",NA,NA,0,0,1.066,0.671977144741319,96.8,103.2,76.24,70.57,44.3,38.2,35,35.1,71.4,224.6,446.4,54.5,174.3,40.4,29,35.1,74.8,93.6,197.9,30,157.9,84.2,115.1,71.9,122.1,224.6,470.4,118.3,418.1,88,86.9,68.8,186.3,210.1,325.1,84,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA5612","TdactyloidesS_mRNA5612",0,69.035,39,11,20,11,520,54.9,5.97,86.71,11,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA5612",NA,NA,0,0,0.809,0.672111174345145,110.6,89.4,38.41,14.22,105.4,163.9,99.9,120.2,72.6,140.5,212.5,94.5,98.9,89,72.8,94.9,62.1,102.3,109.3,65.5,375.7,361.2,328.5,246.2,124.1,140.5,223.9,205.1,237.2,193.9,218.2,186,154.7,229.6,179.5,183.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA64564","TdactyloidesS_mRNA64564",0,81.588,24,15,40,4,821,92.7,6.09,140.58,15,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA64564",NA,NA,0,0,0.827,0.672114626376653,109.5,90.5,10.31,16.42,91.1,124.1,98.5,159.8,191.3,304.8,255.1,115.9,115.1,107.5,102.4,132.1,123.3,104.9,158.7,63.8,324.7,273.5,323.9,327.3,327.1,304.8,268.8,251.5,276.1,234.2,307,259,307.1,235.4,260.7,178.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA42473","TdactyloidesS_mRNA42473",0,19.005,17,4,7,4,303,34.7,5.3,28.8,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA42473",NA,NA,0,0,0.793,0.672126923969675,111.6,88.4,34.8,23.93,45.2,52.5,62.2,33.6,58.6,90.6,117.7,53,45.4,36.8,22,59.1,21.6,45.3,54.1,33.6,161.1,115.7,204.5,68.8,100.2,90.6,124,115,108.9,80.2,66,115.9,53.8,101.7,88.9,94.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
